example_id,batch,split,text,annotator1_t1_label,annotator2_t1_label,annotator3_t1_label,annotator1_t2_label,annotator2_t2_label,annotator3_t2_label,label
377,part3,test,"the media talks about the 
hundreds of children dead in Gaza they almost always show you the little girl 
who died they never talk about the hundreds of 16 to 17year old terrorist who 
die in combat but are still counted as children","[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",5,5,5,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]"
378,part3,test,"It�s infuriating that they launch their attacks behind civilians and use them as a shield. I full on can�t get why people support this group. It�s such a cowardly move. Let�s launch rockets from a school or hospital!! Aren�t they supposed to believe in a God? If they do what do they think is going to happen to them? I mean come on, read most religious texts - it�s about LOVE. If some prophet is saying �those that don�t believe our ways should die by the sword,� that should be a huge red flag.","[0, 0, 0, 0, 0, 1, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 1, 0]",4,5,4,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
379,part3,test,"By turning civilian targets into military targets, Hamas loses their civilian protection status under international law","[0, 0, 0, 0, 0, 1, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 1, 0]",3,3,3,"[0, 0, 0, 0, 0, 1, 0, 1, 0, 0]"
380,part3,test,"all of these conversation about the media is just like sickening because it just gave 
Israel more time to do whatever they do on daily basis which is increased killing","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0]",1,2,1,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0]"
381,part3,test,"So they can first start releasing the hostages.
Afterwards they can turn in whoever raped and murdered girls ands babies. After that we can talk about a truce while still fighting.","[1, 0, 0, 1, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[1, 0, 0, 1, 0, 0, 0, 0, 1, 0]",5,2,5,"[1, 0, 0, 1, 0, 0, 0, 0, 1, 0]"
382,part3,test,"When you terrorist attack a group of people, that whole group of people is going to be insense to do some wild when people are scared","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",1,2,1,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
383,part3,test,"Practically nobody sane accepts this interpretation of events, considering Israel never had any claim to these lands in the first place.

Israel's own high court, in several cases, has ruled that the territories are under occupation:

""The Judea and Samaria Area is held by the State of Israel in belligerent occupation. The long arm of the state in the area is the military commander. He is not the sovereign in the territory held in belligerent occupation (see The Beit Sourik Case, at p. 832). His power is granted him by public international law regarding belligerent occupation. The legal meaning of this view is twofold: first, Israeli law does not apply in these areas. They have not been ""annexed"" to Israel. Second, the legal regime which applies in these areas is determined by public international law regarding belligerent occupation (see HCJ 1661/05 The Gaza Coast Regional Council v. The Knesset et al. (yet unpublished, paragraph 3 of the opinion of the Court; hereinafter � The Gaza Coast Regional Council Case). In the center of this public international law stand the Regulations Concerning the Laws and Customs of War on Land, The Hague, 18 October 1907 (hereinafter � The Hague Regulations). These regulations are a reflection of customary international law. The law of belligerent occupation is also laid out in IV Geneva Convention Relative to the Protection of Civilian Persons in Time of War 1949 (hereinafter � the Fourth Geneva Convention).""

https://en.m.wikipedia.org/wiki/Israeli-occupied_territories
","[0, 0, 0, 0, 0, 0, 1, 1, 0, 0]","[0, 0, 1, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 1, 0, 0]",2,4,2,"[0, 0, 0, 0, 0, 0, 1, 1, 0, 0]"
384,part3,test,"I mean, what did you expect? Decades of oppression, rape, random killings, and what's basically genocide committed by the Israeli's on colonized land and you just expect them to take that this entire time??? I hope Palestine wins.","[0, 1, 1, 0, 0, 0, 0, 0, 1, 0]","[0, 1, 1, 0, 0, 0, 0, 0, 1, 0]","[0, 1, 1, 0, 0, 0, 0, 0, 1, 0]",4,3,4,"[0, 1, 1, 0, 0, 0, 0, 0, 1, 0]"
385,part3,test,"Out of curiosity, are you familiar with Israel's behavior during the great march or return rallies in 2019? Because of all things that was the one that caused me to lean entirely in the favor of palestinians. 

If you aren't I really recommend looking up the details. Israel killed 180 people, shot 6,000 more with live ammunition, and injured yet thousands more with less-than-lethal weaponry. Most of the shooting was conducted by snipers intentionally aiming to cripple with things like leg shots. 

This was at a protest. In Gaza. Literally the IDF sitting on the other side of a wall and shooting men, women and children with live ammunition for getting to close to the border wall. 

The country that does that has no moral high ground.","[0, 1, 1, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0]","[0, 1, 1, 0, 0, 0, 0, 0, 1, 0]",5,5,4,"[0, 1, 1, 0, 0, 0, 0, 0, 1, 0]"
386,part3,test,"I guess all the clearly documented Palestinians living in the region's are anti Israel fake news huh?

Sure is convenient when you can just say that the land that was violently stolen never belonged to anyone else either.

Do that same trick with native Americans and the USA next.

""Oh the natives had no land until the benevolent US government granted them reservations"".

That's a pretty insulting take. To the victims for the obvious propaganda and to me for believing I would buy it.","[0, 1, 1, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 1]",3,1,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
387,part3,test,"
Israel is not an occupation power with respect to settlements. 

There is no legal basis for settlements In area C to be called ""occupied."" 

Green Line has no legal meaning since it was just where illegal Arab League Invasion was stopped. Invasions cannot be basis for borders. 

And in Oslo accords, Area C is subject to final determination of borders. So the settlement are, at most, disputed. Not occupied.","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",2,2,1,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
388,part3,test,"This might change your mind 

https://youtube.com/shorts/45xhHWhSBjg?si=-BYYuhtcFnfuAFdc 

https://youtube.com/shorts/Y0FN7mhqFlQ?si=WkRYx-Mba8Hjxxhd 

Israel attacking Al Aqsa Mosque during Ramadan this year: https://youtube.com/shorts/sm1cpK2vpRQ?si=079arGYNsuTCJ_HH 

Israel attacking Al Aqsa Mosque last year(before Hamas attacked Israel): https://youtu.be/QzFMDc944KM?si=0mYPzmSI08BXxeeX 

Israel Terrorizing Palestinian Civilians (wayyyy before Hamas attacked Israel) : https://youtu.be/UZF6hDJ645k?si=XIMhb4GQeOpAJWNl 

https://youtu.be/U3g6s5_B2J4?si=8a4bOzhj55zkIbAG 

Israeli snipers shooting at Civilians and Animals: https://youtu.be/8Zq6LBL-338?si=nefc3Bu2dfRYDkH2 

https://youtube.com/shorts/Y0FN7mhqFlQ?si=WkRYx-Mba8Hjxxhd 

https://youtube.com/shorts/vlknxCu5Jj4?si=0uRQ6jdL4YtW1QVl 

Israel using White Phosphorus on Palestinian Civilians ( since 2014, 10 years before Hamas attacked Israel): https://youtu.be/inkXFiT7L0M?si=hxfTnWwbwuxzP3VE 

Is this enough, or do you want more?","[0, 0, 1, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 1, 0, 0, 0]",2,1,2,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0]"
389,part3,test,when you say once you do peace deals Palestinians become more moderate that is also not true uh it is true that the 93 Oso Accords ended the first intefada but the failure of Camp David to actually reach a peace deal led to the second Intefada which was probably one of the largest radicalization events in recent Israeli history it's what all of the it's like big historians like Benny Morris ended up changing their mind on will a two-state solution even be workable because after seeing the violence that exploded across Israel from even Israeli Arabs Israeli Palestinian Arabs people were like holy shit maybe these people actually never do want peace.,"[1, 0, 0, 1, 0, 0, 1, 1, 0, 0]","[1, 0, 0, 1, 0, 0, 1, 1, 0, 0]","[1, 0, 0, 0, 0, 0, 1, 0, 0, 0]",5,5,5,"[1, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
390,part3,test,"It�s infuriating that they launch their attacks behind civilians and use them as a shield. I full on can�t get why people support this group. It�s such a cowardly move. Let�s launch rockets from a school or hospital!! Aren�t they supposed to believe in a God? If they do what do they think is going to happen to them? I mean come on, read most religious texts - it�s about LOVE. If some prophet is saying �those that don�t believe our ways should die by the sword,� that should be a huge red flag.","[0, 0, 0, 0, 0, 1, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 1, 0]",3,5,4,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
391,part3,test,"Hamas always calls for a truce AFTER they've fired a few rockets and/or initiated a conflict, it's nothing new.
Usually the intention is like a child's game: ""I hit you so now we're stopping to play"" Obviously this isn't a game and IDF refuses those initial calls.","[0, 0, 0, 0, 0, 1, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1, 0, 1, 0, 1]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 1]",4,4,4,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 1]"
392,part3,test,"Firstly, before the 'war', Antizionists became antizionists because they viewed Israel as a colonial project, an apartheid state and beleived that people in Gaza lived in an open air prison. You may disagree with that characterisation but you have to admit that zionsism at least resembles a colonial project, the west bank resembles apartheid and gaza resembles an open air prison. It may not actually be any of those things but it is pretty obvious why some people characterise it this way. Even if you disagree with the framing, you have to see why some people might see it that way. Furthermore, Israel is not being held to a standard other countries are not held too. I can't think of another country where two sets of people live on the same land but one group lives under martial law (the west bank) and has essentially different freedoms of movements and laws applied to them. I mean this obviously occurred in South Africa and Jim Crow but these were rightfully denounced and abolished by the western world (eventually). I can't think of another example of an area where an entire population (who are native to the land) are put into (what could be considered) an open-air prison like Gaza. Maybe north korea but not like they're very popular in the west. There are other countries that started as colonial projects (Australia, South Africa and many north/south American countries) but they do not still persecute the native people as much as the Palestinians are persecuted today. The countries mentioned don't have anything that resembles an open air prison, the indigenous people's movements are not restricted in the same way and the natives don't live under martial law. Is there discrimination in these countries against the native people? Of course. But these native people have far more freedom than Palestinians. The native people in these countries are also not still being forcefully displaced (at least in countries like the US and Australia but maybe you could make this argument for Brazil when the fascist cunt Bolsanaro was in power). Now most people who are showing support for the Palestinians today are doing so because of this 'war'. In comparison, Palestinians protests were much much smaller before the 'war' and most people weren't any more invested in the Palestinians than any other persecuted people. So why suddenly is everyone so passionate about Palestinians now?","[0, 1, 1, 0, 0, 0, 0, 1, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",3,2,1,"[0, 1, 1, 0, 0, 0, 0, 1, 0, 0]"
393,part3,test,"How can you discuss the formation of Israel without once mentioning irgun (link)? For those of you that don't know, irgun was a Jewish terror organization that deliberately planted bombs in civilian markets, cafes, trains (link)
, and even a hotel. Before you dismiss irgun as a fringe element, you should realize that Israel's 6th Prime Minister, Menechem Begin who formed the Likud party, was the commander in chief of Irgun. You should also realize that all irgun terrorists were folded into the IDF in 1948.

http://en.wikipedia.org/wiki/List_of_Irgun_attacks
http://en.wikipedia.org/wiki/List_of_Irgun_members

Of course irgun wasn't the only paramilitary terrorist group in Mandatory Palestine, there were dozens, and there were dozens of attacks on civilians by Jewish terror groups.

http://en.wikipedia.org/wiki/List_of_killings_and_massacres_in_Mandatory_Palestine

Amazingly, even a paramilitary terror organization like Haganah wouldn't stoop as low as today's IDF by bombing mosques:

""According to Associated Press reports at the time[5] a Haganah spokesman said that the Jerusalem hotel attack was executed because ""the building was an important meeting place of Arab gangs, where arms were distributed to villages in the Jerusalem area."" He continued, ""Unfortunately, we cannot hit at the Arab band's (main) headquarters as it is secreted in a mosque.""

http://en.wikipedia.org/wiki/Semiramis_Hotel_bombing

So this idea that the Zionists were attacked ""out of nowhere"" is absolutely and totally absurd.

Even without the roots in terror tactics, the entire idea of persuading an imperialist occupying force to simply hand over another groups land is incredibly amoral at best.","[0, 0, 1, 0, 0, 1, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 1, 1, 0, 1, 0]","[0, 0, 1, 0, 0, 0, 1, 0, 0, 0]",2,4,3,"[0, 0, 1, 0, 0, 1, 1, 0, 0, 0]"
